Bestand;Pad;Categorie;Subcategorie;AantalTekens;AantalRegels;Status;Prioriteit;Notities
scripts.inc;data\maps\PacifidlogTown_House4\scripts.inc;Maps;PacifidlogTown;1587;53;Onvertaald;Laag;
gift_old_sea_map.inc;data\scripts\gift_old_sea_map.inc;Overig;;1579;58;Onvertaald;Laag;
scripts.inc;data\maps\PacifidlogTown_PokemonCenter_1F\scripts.inc;Pokemon;;1571;50;Onvertaald;Laag;
gift_mystic_ticket.inc;data\scripts\gift_mystic_ticket.inc;Overig;;1562;58;Onvertaald;Laag;
scripts.inc;data\maps\VerdanturfTown_Mart\scripts.inc;Maps;VerdanturfTown;1559;62;Onvertaald;Laag;
scripts.inc;data\maps\MauvilleCity_House1\scripts.inc;Maps;MauvilleCity;1540;46;Onvertaald;Laag;
scripts.inc;data\maps\Route110_SeasideCyclingRoadNorthEntrance\scripts.inc;Maps;Route110;1539;49;Onvertaald;Laag;
scripts.inc;data\maps\SlateportCity_Mart\scripts.inc;Maps;SlateportCity;1520;65;Onvertaald;Laag;
gift_aurora_ticket.inc;data\scripts\gift_aurora_ticket.inc;Overig;;1511;57;Onvertaald;Laag;
pc_transfer.inc;data\scripts\pc_transfer.inc;Overig;;1497;50;Onvertaald;Laag;
scripts.inc;data\maps\AbandonedShip_CaptainsOffice\scripts.inc;Maps;AbandonedShip;1486;41;Onvertaald;Laag;
gift_trainer.inc;data\scripts\gift_trainer.inc;Trainers;;1455;48;Onvertaald;Laag;
scripts.inc;data\maps\SouthernIsland_Exterior\scripts.inc;Maps;SouthernIsland;1453;57;Onvertaald;Laag;
scripts.inc;data\maps\BattleFrontier_Lounge8\scripts.inc;Battle;;1427;45;Onvertaald;Laag;
scripts.inc;data\maps\Route133\scripts.inc;Maps;Route133;1413;40;Onvertaald;Laag;
scripts.inc;data\maps\VerdanturfTown_PokemonCenter_1F\scripts.inc;Pokemon;;1390;44;Onvertaald;Laag;
scripts.inc;data\maps\GraniteCave_1F\scripts.inc;Maps;GraniteCave;1389;41;Onvertaald;Laag;
questionnaire.inc;data\text\questionnaire.inc;UI;;1383;43;Onvertaald;Laag;
scripts.inc;data\maps\MauvilleCity_Mart\scripts.inc;Maps;MauvilleCity;1366;57;Onvertaald;Laag;
gift_battle_card.inc;data\scripts\gift_battle_card.inc;Battle;;1364;45;Onvertaald;Laag;
scripts.inc;data\maps\BattleFrontier_BattlePikeRoomFinal\scripts.inc;Battle;;1355;42;Onvertaald;Laag;
scripts.inc;data\maps\SlateportCity_PokemonCenter_1F\scripts.inc;Pokemon;;1355;42;Onvertaald;Laag;
scripts.inc;data\maps\FortreeCity_Mart\scripts.inc;Maps;FortreeCity;1340;58;Onvertaald;Laag;
scripts.inc;data\maps\PacifidlogTown_House5\scripts.inc;Maps;PacifidlogTown;1329;40;Onvertaald;Laag;
scripts.inc;data\maps\SootopolisCity_House3\scripts.inc;Maps;SootopolisCity;1329;42;Onvertaald;Laag;
event_ticket_1.inc;data\text\event_ticket_1.inc;Events;;1328;41;Onvertaald;Laag;
scripts.inc;data\maps\SSTidalLowerDeck\scripts.inc;Maps;SSTidalLowerDeck;1320;39;Onvertaald;Laag;
scripts.inc;data\maps\DewfordTown_PokemonCenter_1F\scripts.inc;Pokemon;;1281;42;Onvertaald;Laag;
scripts.inc;data\maps\SootopolisCity_House1\scripts.inc;Maps;SootopolisCity;1267;43;Onvertaald;Laag;
scripts.inc;data\maps\MossdeepCity_House1\scripts.inc;Maps;MossdeepCity;1256;41;Onvertaald;Laag;
rival_graphics.inc;data\scripts\rival_graphics.inc;Overig;;1245;42;Onvertaald;Laag;
field_poison.inc;data\scripts\field_poison.inc;Overig;;1236;42;Onvertaald;Laag;
scripts.inc;data\maps\FarawayIsland_Entrance\scripts.inc;Maps;FarawayIsland;1222;48;Onvertaald;Laag;
scripts.inc;data\maps\SeafloorCavern_Room1\scripts.inc;Maps;SeafloorCavern;1222;36;Onvertaald;Laag;
scripts.inc;data\maps\RustboroCity_Flat2_2F\scripts.inc;Maps;RustboroCity;1209;37;Vertaald;Laag;
scripts.inc;data\maps\SeafloorCavern_Room4\scripts.inc;Maps;SeafloorCavern;1184;36;Onvertaald;Laag;
scripts.inc;data\maps\LavaridgeTown_Mart\scripts.inc;Maps;LavaridgeTown;1157;49;Onvertaald;Laag;
scripts.inc;data\maps\SafariZone_Southeast\scripts.inc;Maps;SafariZone;1156;40;Onvertaald;Laag;
scripts.inc;data\maps\MossdeepCity_PokemonCenter_1F\scripts.inc;Pokemon;;1150;38;Onvertaald;Laag;
scripts.inc;data\maps\SootopolisCity_House4\scripts.inc;Maps;SootopolisCity;1150;39;Onvertaald;Laag;
contest_link.inc;data\text\contest_link.inc;UI;;1118;38;Onvertaald;Laag;
scripts.inc;data\maps\DewfordTown_House1\scripts.inc;Maps;DewfordTown;1098;38;Onvertaald;Laag;
base_oam.h;src\data\object_events\base_oam.h;Events;;1098;47;Onvertaald;Laag;
scripts.inc;data\maps\ShoalCave_LowTideStairsRoom\scripts.inc;Maps;ShoalCave;1086;32;Onvertaald;Laag;
scripts.inc;data\maps\SootopolisCity_House2\scripts.inc;Maps;SootopolisCity;1079;34;Onvertaald;Laag;
scripts.inc;data\maps\MauvilleCity_PokemonCenter_2F\scripts.inc;Pokemon;;1057;32;Onvertaald;Laag;
scripts.inc;data\maps\EverGrandeCity\scripts.inc;Maps;EverGrandeCity;1055;39;Onvertaald;Laag;
scripts.inc;data\maps\MagmaHideout_3F_2R\scripts.inc;Maps;MagmaHideout;1038;28;Onvertaald;Laag;
scripts.inc;data\maps\AbandonedShip_Corridors_1F\scripts.inc;Maps;AbandonedShip;1023;28;Onvertaald;Laag;
scripts.inc;data\maps\AquaHideout_UnusedRubyMap3\scripts.inc;Maps;AquaHideout;1008;25;Onvertaald;Laag;
pc_transfer.inc;data\text\pc_transfer.inc;UI;;996;32;Onvertaald;Laag;
scripts.inc;data\maps\RustboroCity_House3\scripts.inc;Maps;RustboroCity;963;37;Vertaald;Laag;
obtain_item.inc;data\text\obtain_item.inc;Items;;958;39;Onvertaald;Laag;
scripts.inc;data\maps\FortreeCity_House3\scripts.inc;Maps;FortreeCity;952;29;Onvertaald;Laag;
scripts.inc;data\maps\BattleFrontier_Lounge4\scripts.inc;Battle;;944;30;Onvertaald;Laag;
cave_of_origin.inc;data\scripts\cave_of_origin.inc;Overig;;941;45;Onvertaald;Laag;
scripts.inc;data\maps\DesertUnderpass\scripts.inc;Maps;DesertUnderpass;935;40;Onvertaald;Laag;
scripts.inc;data\maps\MossdeepCity_PokemonCenter_2F\scripts.inc;Pokemon;;933;29;Onvertaald;Laag;
scripts.inc;data\maps\CaveOfOrigin_UnusedRubySapphireMap3\scripts.inc;Maps;CaveOfOrigin;930;25;Onvertaald;Laag;
scripts.inc;data\maps\FortreeCity_House5\scripts.inc;Maps;FortreeCity;928;35;Onvertaald;Laag;
repel.inc;data\scripts\repel.inc;Overig;;926;31;Onvertaald;Laag;
scripts.inc;data\maps\PetalburgCity_House1\scripts.inc;Maps;PetalburgCity;912;29;Vertaald;Laag;
scripts.inc;data\maps\LilycoveCity_House2\scripts.inc;Maps;LilycoveCity;888;29;Onvertaald;Laag;
scripts.inc;data\maps\SootopolisCity_House7\scripts.inc;Maps;SootopolisCity;865;26;Onvertaald;Laag;
mystery_event_script_cmd_table.s;data\mystery_event_script_cmd_table.s;Events;;860;22;Onvertaald;Laag;
mystery_gift.s;data\mystery_gift.s;Overig;;845;26;Onvertaald;Laag;
scripts.inc;data\maps\VerdanturfTown_House\scripts.inc;Maps;VerdanturfTown;831;25;Onvertaald;Laag;
scripts.inc;data\maps\PacifidlogTown_House1\scripts.inc;Maps;PacifidlogTown;816;26;Onvertaald;Laag;
scripts.inc;data\maps\SlateportCity_SternsShipyard_2F\scripts.inc;Maps;SlateportCity;783;22;Onvertaald;Laag;
scripts.inc;data\maps\MtPyre_5F\scripts.inc;Maps;MtPyre;776;27;Onvertaald;Laag;
gift_altering_cave.inc;data\scripts\gift_altering_cave.inc;Overig;;764;23;Onvertaald;Laag;
scripts.inc;data\maps\Underwater_SealedChamber\scripts.inc;Maps;Underwater;755;24;Onvertaald;Laag;
scripts.inc;data\maps\BirthIsland_Harbor\scripts.inc;Maps;BirthIsland;743;29;Onvertaald;Laag;
scripts.inc;data\maps\SafariZone_Southwest\scripts.inc;Maps;SafariZone;739;23;Onvertaald;Laag;
scripts.inc;data\maps\SlateportCity_House\scripts.inc;Maps;SlateportCity;735;23;Onvertaald;Laag;
scripts.inc;data\maps\NavelRock_Harbor\scripts.inc;Maps;NavelRock;731;29;Vertaald;Laag;
scripts.inc;data\maps\PetalburgCity_House2\scripts.inc;Maps;PetalburgCity;727;26;Vertaald;Laag;
std_msgbox.inc;data\scripts\std_msgbox.inc;Overig;;723;51;Onvertaald;Laag;
scripts.inc;data\maps\MtPyre_Exterior\scripts.inc;Maps;MtPyre;713;29;Onvertaald;Laag;
scripts.inc;data\maps\MtPyre_4F\scripts.inc;Maps;MtPyre;703;24;Onvertaald;Laag;
scripts.inc;data\maps\LavaridgeTown_House\scripts.inc;Maps;LavaridgeTown;678;26;Onvertaald;Laag;
scripts.inc;data\maps\LilycoveCity_House4\scripts.inc;Maps;LilycoveCity;673;21;Onvertaald;Laag;
scripts.inc;data\maps\RustboroCity_House2\scripts.inc;Maps;RustboroCity;668;21;Vertaald;Laag;
check_furniture.inc;data\text\check_furniture.inc;UI;;649;27;Onvertaald;Laag;
save.inc;data\text\save.inc;UI;;647;28;Onvertaald;Laag;
scripts.inc;data\maps\LilycoveCity_House1\scripts.inc;Maps;LilycoveCity;646;26;Onvertaald;Laag;
scripts.inc;data\maps\Route119_House\scripts.inc;Maps;Route119;646;27;Onvertaald;Laag;
scripts.inc;data\maps\EverGrandeCity_PokemonCenter_2F\scripts.inc;Pokemon;;642;21;Onvertaald;Laag;
scripts.inc;data\maps\BattleFrontier_PokemonCenter_2F\scripts.inc;Pokemon;;641;20;Onvertaald;Laag;
scripts.inc;data\maps\EverGrandeCity_PokemonLeague_2F\scripts.inc;Pokemon;;641;20;Onvertaald;Laag;
scripts.inc;data\maps\PacifidlogTown_PokemonCenter_2F\scripts.inc;Pokemon;;641;20;Onvertaald;Laag;
scripts.inc;data\maps\SootopolisCity_PokemonCenter_2F\scripts.inc;Pokemon;;641;20;Onvertaald;Laag;
scripts.inc;data\maps\VerdanturfTown_PokemonCenter_2F\scripts.inc;Pokemon;;641;20;Onvertaald;Laag;
scripts.inc;data\maps\FallarborTown_PokemonCenter_2F\scripts.inc;Pokemon;;637;20;Onvertaald;Laag;
scripts.inc;data\maps\LavaridgeTown_PokemonCenter_2F\scripts.inc;Pokemon;;637;20;Onvertaald;Laag;
scripts.inc;data\maps\PetalburgCity_PokemonCenter_2F\scripts.inc;Pokemon;;637;20;Onvertaald;Laag;
scripts.inc;data\maps\SlateportCity_PokemonCenter_2F\scripts.inc;Pokemon;;637;20;Onvertaald;Laag;
scripts.inc;data\maps\SootopolisCity_House5\scripts.inc;Maps;SootopolisCity;634;20;Onvertaald;Laag;
scripts.inc;data\maps\LilycoveCity_PokemonCenter_2F\scripts.inc;Pokemon;;633;20;Onvertaald;Laag;
scripts.inc;data\maps\RustboroCity_PokemonCenter_2F\scripts.inc;Pokemon;;633;20;Onvertaald;Laag;
scripts.inc;data\maps\DewfordTown_PokemonCenter_2F\scripts.inc;Pokemon;;629;20;Onvertaald;Laag;
scripts.inc;data\maps\FortreeCity_PokemonCenter_2F\scripts.inc;Pokemon;;629;20;Onvertaald;Laag;
scripts.inc;data\maps\OldaleTown_PokemonCenter_2F\scripts.inc;Pokemon;;625;20;Onvertaald;Laag;
scripts.inc;data\maps\RustboroCity_Flat2_3F\scripts.inc;Maps;RustboroCity;621;19;Vertaald;Laag;
cave_hole.inc;data\scripts\cave_hole.inc;Overig;;621;34;Onvertaald;Laag;
scripts.inc;data\maps\Route117_PokemonDayCare\scripts.inc;Pokemon;;610;19;Onvertaald;Laag;
map_events.s;data\map_events.s;Events;;608;21;Onvertaald;Laag;
gift_stamp_card.inc;data\scripts\gift_stamp_card.inc;Overig;;603;21;Onvertaald;Laag;
rom_header.s;src\rom_header.s;Overig;;598;53;Onvertaald;Laag;
scripts.inc;data\maps\OldaleTown_House2\scripts.inc;Maps;OldaleTown;597;20;Vertaald;Laag;
scripts.inc;data\maps\SafariZone_Northeast\scripts.inc;Maps;SafariZone;597;18;Onvertaald;Laag;
scripts.inc;data\maps\AbandonedShip_Rooms_B1F\scripts.inc;Maps;AbandonedShip;591;20;Onvertaald;Laag;
scripts.inc;data\maps\RustboroCity_Flat2_1F\scripts.inc;Maps;RustboroCity;574;24;Vertaald;Laag;
scripts.inc;data\maps\SkyPillar_2F\scripts.inc;Maps;SkyPillar;556;20;Onvertaald;Laag;
scripts.inc;data\maps\SkyPillar_4F\scripts.inc;Maps;SkyPillar;556;20;Onvertaald;Laag;
scripts.inc;data\maps\ShoalCave_LowTideIceRoom\scripts.inc;Maps;ShoalCave;539;17;Onvertaald;Laag;
maps.s;data\maps.s;Overig;;528;18;Onvertaald;Laag;
record_mix.inc;data\scripts\record_mix.inc;Overig;;527;20;Onvertaald;Laag;
scripts.inc;data\maps\RustboroCity_Flat1_1F\scripts.inc;Maps;RustboroCity;512;18;Vertaald;Laag;
check_furniture.inc;data\scripts\check_furniture.inc;Overig;;498;27;Onvertaald;Laag;
trainer_script.inc;data\scripts\trainer_script.inc;Trainers;;492;22;Onvertaald;Laag;
scripts.inc;data\maps\AbandonedShip_Rooms2_B1F\scripts.inc;Maps;AbandonedShip;490;15;Onvertaald;Laag;
scripts.inc;data\maps\CeruleanCave2\scripts.inc;Maps;CeruleanCave2;479;15;Onvertaald;Laag;
scripts.inc;data\maps\FieryPath\scripts.inc;Maps;FieryPath;472;16;Onvertaald;Laag;
scripts.inc;data\maps\OldaleTown_House1\scripts.inc;Maps;OldaleTown;445;15;Vertaald;Laag;
surf.inc;data\scripts\surf.inc;Overig;;441;14;Onvertaald;Laag;
scripts.inc;data\maps\MeteorFalls_B1F_2R\scripts.inc;Maps;MeteorFalls;393;13;Onvertaald;Laag;
length_table.h;src\data\bard_music\length_table.h;Overig;;390;21;Onvertaald;Laag;
pc.inc;data\text\pc.inc;UI;;389;17;Onvertaald;Laag;
scripts.inc;data\maps\SkyPillar_5F\scripts.inc;Maps;SkyPillar;383;14;Onvertaald;Laag;
scripts.inc;data\maps\SkyPillar_1F\scripts.inc;Maps;SkyPillar;380;14;Onvertaald;Laag;
scripts.inc;data\maps\SkyPillar_3F\scripts.inc;Maps;SkyPillar;380;14;Onvertaald;Laag;
scripts.inc;data\maps\TrainerHill_1F\scripts.inc;Trainers;;376;12;Onvertaald;Laag;
scripts.inc;data\maps\GraniteCave_B1F\scripts.inc;Maps;GraniteCave;371;12;Onvertaald;Laag;
scripts.inc;data\maps\MirageTower_2F\scripts.inc;Maps;MirageTower;367;12;Onvertaald;Laag;
scripts.inc;data\maps\MirageTower_3F\scripts.inc;Maps;MirageTower;367;12;Onvertaald;Laag;
scripts.inc;data\maps\Underwater_MarineCave\scripts.inc;Maps;Underwater;357;13;Onvertaald;Laag;
scripts.inc;data\maps\SafariZone_RestHouse\scripts.inc;Maps;SafariZone;356;15;Onvertaald;Laag;
scripts.inc;data\maps\AlteringCave\scripts.inc;Maps;AlteringCave;348;14;Onvertaald;Laag;
scripts.inc;data\maps\EverGrandeCity_Hall1\scripts.inc;Maps;EverGrandeCity;336;12;Onvertaald;Laag;
scripts.inc;data\maps\EverGrandeCity_Hall2\scripts.inc;Maps;EverGrandeCity;336;12;Onvertaald;Laag;
scripts.inc;data\maps\EverGrandeCity_Hall3\scripts.inc;Maps;EverGrandeCity;336;12;Onvertaald;Laag;
scripts.inc;data\maps\EverGrandeCity_Hall4\scripts.inc;Maps;EverGrandeCity;336;12;Onvertaald;Laag;
scripts.inc;data\maps\EverGrandeCity_Hall5\scripts.inc;Maps;EverGrandeCity;336;12;Onvertaald;Laag;
scripts.inc;data\maps\MirageTower_1F\scripts.inc;Maps;MirageTower;332;12;Onvertaald;Laag;
sound_data.s;data\sound_data.s;Overig;;332;13;Onvertaald;Laag;
scripts.inc;data\maps\TrainerHill_2F\scripts.inc;Trainers;;331;10;Onvertaald;Laag;
scripts.inc;data\maps\SafariZone_North\scripts.inc;Maps;SafariZone;327;13;Onvertaald;Laag;
scripts.inc;data\maps\ScorchedSlab\scripts.inc;Maps;ScorchedSlab;311;12;Onvertaald;Laag;
default_sound.h;src\data\bard_music\default_sound.h;Overig;;272;13;Onvertaald;Laag;
scripts.inc;data\maps\ShoalCave_LowTideIceRoom_Modern\scripts.inc;Maps;ShoalCave;271;8;Onvertaald;Laag;
scripts.inc;data\maps\ArtisanCave_B1F\scripts.inc;Maps;ArtisanCave;259;10;Onvertaald;Laag;
mart_clerk.inc;data\text\mart_clerk.inc;UI;;243;10;Onvertaald;Laag;
scripts.inc;data\maps\SafariZone_Northwest\scripts.inc;Maps;SafariZone;240;9;Onvertaald;Laag;
scripts.inc;data\maps\Route110_TrickHouseCorridor\scripts.inc;Maps;Route110;224;8;Onvertaald;Laag;
scripts.inc;data\maps\AbandonedShip_Underwater1\scripts.inc;Maps;AbandonedShip;221;8;Onvertaald;Laag;
abnormal_weather.inc;data\text\abnormal_weather.inc;UI;;214;7;Onvertaald;Laag;
scripts.inc;data\maps\CaveOfOrigin_1F\scripts.inc;Maps;CaveOfOrigin;211;7;Onvertaald;Laag;
scripts.inc;data\maps\AbandonedShip_Underwater2\scripts.inc;Maps;AbandonedShip;208;8;Onvertaald;Laag;
scripts.inc;data\maps\TrainerHill_3F\scripts.inc;Trainers;;204;6;Onvertaald;Laag;
scripts.inc;data\maps\TrainerHill_4F\scripts.inc;Trainers;;204;6;Onvertaald;Laag;
scripts.inc;data\maps\Underwater_SootopolisCity\scripts.inc;Maps;Underwater;200;8;Onvertaald;Laag;
scripts.inc;data\maps\TerraCave_Entrance\scripts.inc;Maps;TerraCave;195;8;Onvertaald;Laag;
scripts.inc;data\maps\CaveOfOrigin_Entrance\scripts.inc;Maps;CaveOfOrigin;190;8;Onvertaald;Laag;
scripts.inc;data\maps\Underwater_Route105\scripts.inc;Maps;Underwater;190;8;Onvertaald;Laag;
scripts.inc;data\maps\Underwater_Route125\scripts.inc;Maps;Underwater;190;8;Onvertaald;Laag;
scripts.inc;data\maps\Underwater_Route127\scripts.inc;Maps;Underwater;190;8;Onvertaald;Laag;
scripts.inc;data\maps\Underwater_Route129\scripts.inc;Maps;Underwater;190;8;Onvertaald;Laag;
scripts.inc;data\maps\AbandonedShip_Deck\scripts.inc;Maps;AbandonedShip;188;8;Onvertaald;Laag;
scripts.inc;data\maps\MarineCave_Entrance\scripts.inc;Maps;MarineCave;187;8;Onvertaald;Laag;
scripts.inc;data\maps\NavelRock_Exterior\scripts.inc;Maps;NavelRock;186;8;Vertaald;Laag;
scripts.inc;data\maps\SkyPillar_Entrance\scripts.inc;Maps;SkyPillar;184;8;Onvertaald;Laag;
test_signpost.inc;data\scripts\test_signpost.inc;Overig;;183;7;Onvertaald;Laag;
scripts.inc;data\maps\Underwater_Route134\scripts.inc;Maps;Underwater;175;8;Onvertaald;Laag;
record_mix.inc;data\text\record_mix.inc;UI;;171;6;Onvertaald;Laag;
surf.inc;data\text\surf.inc;UI;;162;6;Onvertaald;Laag;
scripts.inc;data\maps\AbandonedShip_Room_B1F\scripts.inc;Maps;AbandonedShip;147;5;Onvertaald;Laag;
scripts.inc;data\maps\SeafloorCavern_Room6\scripts.inc;Maps;SeafloorCavern;145;5;Onvertaald;Laag;
scripts.inc;data\maps\SeafloorCavern_Room7\scripts.inc;Maps;SeafloorCavern;145;5;Onvertaald;Laag;
scripts.inc;data\maps\Underwater_Route124\scripts.inc;Maps;Underwater;144;5;Onvertaald;Laag;
scripts.inc;data\maps\Underwater_Route126\scripts.inc;Maps;Underwater;144;5;Onvertaald;Laag;
scripts.inc;data\maps\MagmaHideout_2F_3R\scripts.inc;Maps;MagmaHideout;143;5;Onvertaald;Laag;
scripts.inc;data\maps\MagmaHideout_3F_3R\scripts.inc;Maps;MagmaHideout;143;5;Onvertaald;Laag;
scripts.inc;data\maps\MeteorFalls_B1F_1R\scripts.inc;Maps;MeteorFalls;143;5;Onvertaald;Laag;
scripts.inc;data\maps\NavelRock_Entrance\scripts.inc;Maps;NavelRock;143;5;Vertaald;Laag;
scripts.inc;data\maps\NavelRock_Fork_Open\scripts.inc;Maps;NavelRock;143;4;Vertaald;Laag;
scripts.inc;data\maps\ScorchedSlab_Modern\scripts.inc;Maps;ScorchedSlab;143;4;Onvertaald;Laag;
scripts.inc;data\maps\VictoryRoad_Moltres\scripts.inc;Maps;VictoryRoad;143;4;Onvertaald;Laag;
scripts.inc;data\maps\ArtisanCave_1F\scripts.inc;Maps;ArtisanCave;139;5;Onvertaald;Laag;
scripts.inc;data\maps\NavelRock_B1F\scripts.inc;Maps;NavelRock;138;5;Vertaald;Laag;
scripts.inc;data\maps\CeruleanCave1\scripts.inc;Maps;CeruleanCave1;137;4;Onvertaald;Laag;
multiboot_pokemon_colosseum.s;data\multiboot_pokemon_colosseum.s;Pokemon;;135;5;Onvertaald;Laag;
scripts.inc;data\maps\Route122\scripts.inc;Maps;Route122;133;5;Onvertaald;Laag;
multiboot_berry_glitch_fix.s;data\multiboot_berry_glitch_fix.s;Overig;;131;5;Onvertaald;Laag;
multiboot_ereader.s;data\multiboot_ereader.s;Overig;;125;6;Onvertaald;Laag;
scripts.inc;data\maps\BattleFrontier_PokemonCenter_3F\scripts.inc;Pokemon;;112;3;Onvertaald;Laag;
scripts.inc;data\maps\EverGrandeCity_PokemonCenter_3F\scripts.inc;Pokemon;;112;3;Onvertaald;Laag;
scripts.inc;data\maps\EverGrandeCity_PokemonLeague_3F\scripts.inc;Pokemon;;112;3;Onvertaald;Laag;
scripts.inc;data\maps\SootopolisCity_PokemonCenter_3F\scripts.inc;Pokemon;;112;3;Onvertaald;Laag;
scripts.inc;data\maps\VerdanturfTown_PokemonCenter_3F\scripts.inc;Pokemon;;112;3;Onvertaald;Laag;
scripts.inc;data\maps\FallarborTown_PokemonCenter_3F\scripts.inc;Pokemon;;111;3;Onvertaald;Laag;
scripts.inc;data\maps\LavaridgeTown_PokemonCenter_3F\scripts.inc;Pokemon;;111;3;Onvertaald;Laag;
scripts.inc;data\maps\PetalburgCity_PokemonCenter_3F\scripts.inc;Pokemon;;111;3;Onvertaald;Laag;
scripts.inc;data\maps\SlateportCity_PokemonCenter_3F\scripts.inc;Pokemon;;111;3;Onvertaald;Laag;
scripts.inc;data\maps\LilycoveCity_PokemonCenter_3F\scripts.inc;Pokemon;;110;3;Onvertaald;Laag;
scripts.inc;data\maps\MauvilleCity_PokemonCenter_3F\scripts.inc;Pokemon;;110;3;Onvertaald;Laag;
scripts.inc;data\maps\MossdeepCity_PokemonCenter_3F\scripts.inc;Pokemon;;110;3;Onvertaald;Laag;
scripts.inc;data\maps\RustboroCity_PokemonCenter_3F\scripts.inc;Pokemon;;110;3;Onvertaald;Laag;
scripts.inc;data\maps\DewfordTown_PokemonCenter_3F\scripts.inc;Pokemon;;109;3;Onvertaald;Laag;
scripts.inc;data\maps\FortreeCity_PokemonCenter_3F\scripts.inc;Pokemon;;109;3;Onvertaald;Laag;
scripts.inc;data\maps\Pacifidlog_PokemonCenter_3F\scripts.inc;Pokemon;;108;3;Onvertaald;Laag;
flash.inc;data\scripts\flash.inc;Overig;;72;5;Onvertaald;Laag;
scripts.inc;data\maps\Route104_PrototypePrettyPetalFlowerShop\scripts.inc;Maps;Route104;62;3;Vertaald;Laag;
scripts.inc;data\maps\ShoalCave_HighTideEntranceRoom\scripts.inc;Maps;ShoalCave;53;3;Onvertaald;Laag;
scripts.inc;data\maps\MossdeepCity_GameCorner_B1F\scripts.inc;Maps;MossdeepCity;50;3;Onvertaald;Laag;
scripts.inc;data\maps\ShoalCave_HighTideInnerRoom\scripts.inc;Maps;ShoalCave;50;3;Onvertaald;Laag;
scripts.inc;data\maps\MagmaHideout_3F_1R_Modern\scripts.inc;Maps;MagmaHideout;47;2;Onvertaald;Laag;
scripts.inc;data\maps\MeteorFalls_B1F_2R_Modern\scripts.inc;Maps;MeteorFalls;47;2;Onvertaald;Laag;
scripts.inc;data\maps\NewMauville_Inside_Modern\scripts.inc;Maps;NewMauville;47;2;Onvertaald;Laag;
scripts.inc;data\maps\LilycoveCity_UnusedMart\scripts.inc;Maps;LilycoveCity;46;3;Onvertaald;Laag;
scripts.inc;data\maps\NavelRock_Unown_Room_2\scripts.inc;Maps;NavelRock;44;2;Vertaald;Laag;
scripts.inc;data\maps\VictoryRoad_B2F_Modern\scripts.inc;Maps;VictoryRoad;44;2;Onvertaald;Laag;
scripts.inc;data\maps\BattlePyramidSquare01\scripts.inc;Battle;;43;2;Onvertaald;Laag;
scripts.inc;data\maps\SeafloorCavern_Room2\scripts.inc;Maps;SeafloorCavern;43;3;Onvertaald;Laag;
scripts.inc;data\maps\SeafloorCavern_Room5\scripts.inc;Maps;SeafloorCavern;43;3;Onvertaald;Laag;
scripts.inc;data\maps\SeafloorCavern_Room8\scripts.inc;Maps;SeafloorCavern;43;3;Onvertaald;Laag;
scripts.inc;data\maps\Underwater_Route128\scripts.inc;Maps;Underwater;42;3;Onvertaald;Laag;
scripts.inc;data\maps\AlteringCave_Mewtwo\scripts.inc;Maps;AlteringCave;41;2;Onvertaald;Laag;
scripts.inc;data\maps\BattleColosseum_2P\scripts.inc;Battle;;41;3;Onvertaald;Laag;
scripts.inc;data\maps\BattleColosseum_4P\scripts.inc;Battle;;41;3;Onvertaald;Laag;
scripts.inc;data\maps\Route104_Prototype\scripts.inc;Maps;Route104;41;3;Vertaald;Laag;
scripts.inc;data\maps\PetalburgWoods_Old\scripts.inc;Maps;PetalburgWoods;40;2;Vertaald;Laag;
scripts.inc;data\maps\NavelRock_Down01\scripts.inc;Maps;NavelRock;39;3;Vertaald;Laag;
scripts.inc;data\maps\NavelRock_Down02\scripts.inc;Maps;NavelRock;39;3;Vertaald;Laag;
scripts.inc;data\maps\NavelRock_Down03\scripts.inc;Maps;NavelRock;39;3;Vertaald;Laag;
scripts.inc;data\maps\NavelRock_Down04\scripts.inc;Maps;NavelRock;39;3;Vertaald;Laag;
scripts.inc;data\maps\NavelRock_Down05\scripts.inc;Maps;NavelRock;39;3;Vertaald;Laag;
scripts.inc;data\maps\NavelRock_Down06\scripts.inc;Maps;NavelRock;39;3;Vertaald;Laag;
scripts.inc;data\maps\NavelRock_Down07\scripts.inc;Maps;NavelRock;39;3;Vertaald;Laag;
scripts.inc;data\maps\NavelRock_Down08\scripts.inc;Maps;NavelRock;39;3;Vertaald;Laag;
scripts.inc;data\maps\NavelRock_Down09\scripts.inc;Maps;NavelRock;39;3;Vertaald;Laag;
scripts.inc;data\maps\NavelRock_Down10\scripts.inc;Maps;NavelRock;39;3;Vertaald;Laag;
scripts.inc;data\maps\NavelRock_Down11\scripts.inc;Maps;NavelRock;39;3;Vertaald;Laag;
scripts.inc;data\maps\NavelRock_Up1\scripts.inc;Maps;NavelRock;36;3;Vertaald;Laag;
scripts.inc;data\maps\NavelRock_Up2\scripts.inc;Maps;NavelRock;36;3;Vertaald;Laag;
scripts.inc;data\maps\NavelRock_Up3\scripts.inc;Maps;NavelRock;36;3;Vertaald;Laag;
scripts.inc;data\maps\NavelRock_Up4\scripts.inc;Maps;NavelRock;36;3;Vertaald;Laag;
scripts.inc;data\maps\RecordCorner\scripts.inc;Maps;RecordCorner;35;3;Onvertaald;Laag;
scripts.inc;data\maps\TradeCenter\scripts.inc;Maps;TradeCenter;34;3;Onvertaald;Laag;
;;;;;;;;
